Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
996,50,1,51.0,4712,1,2,2,1,1,1,2,9,2,1,1,3,4,7,1946,1950,1,1,2,2,2,0.0,2,1,2,2,1,1,2,384.0,1,0.0,363.0,747.0,1,3,1,1,774,456,0,1230,1.0,0.0,1,1,3,1,2,5,1,0,3,2,1946.0,2,1.0,305.0,1,1,1,0,57,0,0,63,0,4,2,2,0,8,2006,1,2,121600.0
1073,50,1,50.0,7585,1,2,1,1,1,1,1,16,4,1,1,3,5,3,1948,1950,1,1,2,2,2,0.0,2,1,2,5,4,3,3,0.0,1,0.0,810.0,810.0,1,4,1,3,1002,454,0,1456,1.0,1.0,1,0,4,1,2,7,1,1,2,2,1954.0,2,1.0,280.0,1,1,3,0,0,0,0,0,0,4,2,2,0,8,2006,1,1,91500.0
1146,50,2,52.0,6240,1,2,1,1,1,1,1,9,1,1,1,3,5,6,1928,1950,1,1,2,2,2,0.0,2,1,3,2,1,1,3,0.0,1,0.0,1042.0,1042.0,1,1,1,1,1042,534,0,1576,0.0,0.0,1,0,3,1,2,8,1,1,3,2,1928.0,2,1.0,225.0,1,1,1,0,0,0,0,0,0,4,2,2,0,8,2006,1,6,149000.0
1319,20,1,92.40140296357588,14781,1,2,3,1,1,4,1,1,1,1,1,2,8,5,2001,2002,2,1,1,1,1,178.0,1,1,1,1,1,2,3,0.0,1,0.0,1753.0,1753.0,1,1,1,1,1787,0,0,1787,0.0,0.0,2,0,3,1,1,7,1,1,2,1,2001.0,1,3.0,748.0,1,1,1,198,150,0,0,0,0,4,2,2,0,8,2006,1,1,275000.0
1424,80,1,101.97446068218218,19690,1,2,2,1,1,4,1,16,1,1,1,6,6,7,1966,1966,5,6,8,5,2,0.0,1,2,2,1,1,4,3,0.0,1,0.0,697.0,697.0,1,3,1,1,1575,626,0,2201,0.0,0.0,2,0,4,1,1,8,1,1,3,1,1966.0,2,2.0,432.0,3,4,1,586,236,0,0,0,738,4,4,2,0,8,2006,1,5,274970.0
1450,180,2,21.0,1533,1,3,1,1,1,1,1,15,1,1,5,5,5,7,1970,1970,1,1,7,7,2,0.0,2,1,2,1,1,4,1,553.0,1,0.0,77.0,630.0,1,1,1,1,630,0,0,630,1.0,0.0,1,0,1,1,3,3,1,0,2,1,1970.3673133654784,2,0.0,0.0,1,1,1,0,0,0,0,0,0,4,4,2,0,8,2006,1,2,92000.0
36,60,1,108.0,13418,1,2,1,1,1,1,1,11,1,1,1,1,8,5,2004,2005,1,1,1,1,3,132.0,1,1,1,3,1,4,3,0.0,1,0.0,1117.0,1117.0,1,1,1,1,1132,1320,0,2452,0.0,0.0,3,1,4,1,1,9,1,1,3,3,2004.0,3,3.0,691.0,1,1,1,113,32,0,0,0,0,2,4,2,0,9,2006,1,1,309000.0
52,50,2,52.0,6240,1,2,1,1,1,1,1,9,1,1,1,3,6,6,1934,1950,1,1,3,6,2,0.0,2,1,1,2,1,1,3,0.0,1,0.0,816.0,816.0,1,3,1,1,816,0,360,1176,0.0,0.0,1,0,3,1,2,6,1,1,3,2,1985.0,2,2.0,528.0,1,1,1,112,0,0,0,0,0,4,2,2,400,9,2006,1,1,114500.0
321,60,1,111.0,16259,1,2,1,1,1,3,1,11,1,1,1,1,9,5,2006,2006,1,1,1,1,3,370.0,2,1,1,3,2,4,3,0.0,1,0.0,1249.0,1249.0,1,1,1,1,1249,1347,0,2596,0.0,0.0,3,1,4,1,1,9,1,0,2,1,2006.0,1,3.0,840.0,1,1,1,240,154,0,0,0,0,2,2,2,0,9,2006,2,3,342643.0
507,60,1,80.0,9554,1,2,2,1,1,1,1,13,1,1,1,1,8,5,1993,1994,1,1,1,1,1,125.0,1,1,1,1,1,1,1,380.0,1,0.0,397.0,777.0,1,1,1,1,1065,846,0,1911,0.0,0.0,2,1,3,1,1,8,1,1,2,1,1993.0,1,2.0,471.0,1,1,1,182,81,0,0,0,0,4,2,2,0,9,2006,1,1,215000.0
545,60,1,58.0,17104,1,2,2,1,1,1,1,18,1,1,1,1,7,5,2006,2006,1,1,1,1,2,0.0,1,1,1,1,2,4,1,554.0,1,0.0,100.0,654.0,1,1,1,1,664,832,0,1496,1.0,0.0,2,1,3,1,1,7,1,1,3,1,2006.0,1,2.0,426.0,1,1,1,100,24,0,0,0,0,2,2,2,0,9,2006,2,3,179665.0
558,50,3,60.0,11040,1,2,1,3,1,1,2,14,1,1,1,3,4,6,1920,1950,1,1,2,2,2,0.0,2,1,2,2,1,1,4,637.0,1,0.0,0.0,637.0,1,2,1,1,897,439,0,1336,0.0,0.0,1,1,3,1,2,7,1,0,2,4,1994.0,2,1.0,570.0,1,1,1,0,47,120,0,0,0,4,2,2,0,9,2006,3,1,108000.0
1108,60,1,168.0,23257,1,2,4,4,1,4,1,18,1,1,1,1,7,5,2006,2006,1,1,1,1,2,0.0,1,1,1,3,2,1,3,0.0,1,0.0,868.0,868.0,1,1,1,1,887,1134,0,2021,0.0,0.0,2,1,3,1,1,9,1,1,3,3,2006.0,1,2.0,422.0,1,1,1,0,100,0,0,0,0,2,4,2,0,9,2006,2,3,274725.0
1238,60,1,41.0,12393,1,2,3,1,1,2,1,1,1,1,1,1,7,5,2004,2005,1,1,1,1,2,0.0,1,1,1,1,1,1,3,0.0,1,0.0,847.0,847.0,1,1,1,1,847,1101,0,1948,0.0,0.0,2,1,4,1,1,8,1,1,3,3,2004.0,3,2.0,434.0,1,1,1,100,48,0,0,0,0,2,3,2,0,9,2006,1,1,195000.0
1244,20,1,107.0,13891,1,2,1,1,1,1,1,11,1,1,1,2,10,5,2006,2006,1,1,1,1,1,429.2796480376189,3,1,1,3,2,2,1,1386.0,1,0.0,690.0,2076.0,1,1,1,1,2076,0,0,2076,1.0,0.0,2,1,2,1,3,7,1,1,3,1,2006.0,3,3.0,850.0,1,1,1,216,229,0,0,0,0,2,4,2,0,9,2006,2,3,465000.0
1307,120,1,48.0,6955,1,3,2,1,1,1,1,11,1,1,4,2,7,5,2005,2006,1,1,1,1,3,94.0,1,1,1,1,1,1,3,0.0,1,0.0,1368.0,1368.0,1,1,1,1,1368,0,0,1368,0.0,0.0,2,0,2,1,1,6,1,1,3,1,2005.0,1,2.0,474.0,1,1,1,132,35,0,0,0,0,4,2,2,0,9,2006,2,3,202500.0
1356,80,1,102.0,10192,1,2,2,1,1,1,1,7,1,1,1,6,7,6,1968,1992,1,1,2,2,1,143.0,2,1,2,2,1,1,3,0.0,1,0.0,570.0,570.0,1,2,1,1,1222,698,0,1920,0.0,0.0,3,0,4,1,1,8,1,1,2,1,1968.0,1,2.0,487.0,1,1,1,0,98,0,0,0,0,4,4,2,0,9,2006,1,1,170000.0
1360,20,1,129.0,16737,1,2,1,1,1,5,1,11,1,1,1,2,9,5,2004,2005,2,1,1,1,1,66.0,1,1,1,3,1,4,1,1447.0,1,0.0,533.0,1980.0,1,1,1,1,1980,0,0,1980,1.0,0.0,2,0,3,1,3,8,1,1,3,1,2004.0,3,3.0,770.0,1,1,1,194,45,0,0,0,0,2,2,2,0,9,2006,1,1,315000.0
1391,20,1,70.0,9100,1,2,1,1,1,1,1,1,1,1,1,2,7,5,2000,2000,1,1,1,1,1,244.0,1,1,1,1,1,4,1,1400.0,1,0.0,125.0,1525.0,1,1,1,1,1525,0,0,1525,1.0,0.0,2,0,3,1,1,6,1,0,3,1,2000.0,1,2.0,541.0,1,1,1,219,36,0,0,0,0,4,2,2,0,9,2006,1,1,235000.0
59,60,1,66.0,13682,1,2,3,4,1,4,1,19,1,1,1,1,10,5,2006,2006,2,1,1,1,1,1031.0,3,1,1,3,1,2,3,0.0,1,0.0,1410.0,1410.0,1,1,1,1,1426,1519,0,2945,0.0,0.0,3,1,3,1,1,10,1,1,3,3,2006.0,3,3.0,641.0,1,1,1,192,0,37,0,0,0,2,4,2,0,10,2006,2,3,438780.0
111,50,1,75.0,9525,1,2,1,1,1,1,1,16,1,1,1,3,6,4,1954,1972,1,1,3,6,2,0.0,2,1,2,2,4,1,4,444.0,1,0.0,550.0,994.0,1,2,1,1,1216,639,0,1855,0.0,0.0,2,0,4,1,2,7,1,0,2,1,1954.0,2,1.0,325.0,1,1,1,182,0,0,0,0,0,4,2,2,0,10,2006,1,1,136900.0
121,80,1,97.72499366429297,21453,1,2,2,3,1,4,3,20,1,1,1,6,6,5,1969,1969,5,3,8,5,2,0.0,2,1,2,2,1,2,2,938.0,1,0.0,0.0,938.0,1,1,1,1,988,0,0,988,1.0,0.0,1,0,1,1,2,4,1,2,2,1,1969.0,2,2.0,540.0,1,1,1,0,130,0,130,0,0,2,2,2,0,10,2006,1,1,180000.0
346,50,1,65.0,6435,1,2,1,1,1,1,1,9,7,1,1,3,6,5,1939,1950,1,1,2,2,2,0.0,2,1,3,2,1,1,3,0.0,1,0.0,972.0,972.0,1,2,1,1,972,605,0,1577,0.0,0.0,1,0,3,1,4,6,1,1,3,2,1939.0,2,1.0,312.0,1,1,1,0,0,0,0,0,0,4,2,2,0,10,2006,1,1,140200.0
437,50,2,40.0,4400,1,2,1,1,1,1,1,8,1,1,1,3,6,8,1920,1950,1,1,10,9,2,0.0,2,1,3,5,1,1,3,0.0,1,0.0,648.0,648.0,1,3,1,3,734,384,0,1118,0.0,0.0,1,0,2,1,2,6,1,0,3,2,1990.0,2,2.0,440.0,1,1,1,0,0,0,0,0,0,4,2,2,0,10,2006,1,1,116000.0
535,60,1,74.0,9056,1,2,2,1,1,1,1,18,1,1,1,1,8,5,2004,2004,1,1,1,1,2,0.0,1,1,1,3,2,4,3,0.0,1,0.0,707.0,707.0,1,1,1,1,707,707,0,1414,0.0,0.0,2,1,3,1,1,6,1,1,3,1,2004.0,3,2.0,403.0,1,1,1,100,35,0,0,0,0,4,2,2,0,10,2006,1,1,178000.0
560,120,1,43.49050679206817,3196,1,3,1,1,1,1,1,22,1,1,4,2,7,5,2003,2004,1,1,1,1,1,18.0,1,1,1,1,1,2,3,0.0,1,0.0,1374.0,1374.0,1,1,1,1,1557,0,0,1557,0.0,0.0,2,0,2,1,1,7,1,1,2,1,2003.0,3,2.0,420.0,1,1,1,143,20,0,0,0,0,4,2,2,0,10,2006,1,1,234000.0
572,20,1,60.0,7332,1,2,1,1,1,1,1,12,1,1,1,2,6,6,1959,1959,1,1,6,3,1,207.0,2,1,2,2,1,1,5,414.0,1,0.0,450.0,864.0,1,1,1,1,864,0,0,864,1.0,0.0,1,0,2,1,1,4,1,0,2,1,1959.0,2,1.0,288.0,1,1,1,168,0,0,0,0,0,4,2,2,0,10,2006,1,2,120000.0
597,70,2,60.0,3600,1,2,1,1,1,1,1,8,1,1,1,1,6,7,1910,1993,1,1,1,1,2,0.0,2,1,2,2,1,1,3,0.0,1,0.0,684.0,684.0,1,1,2,3,684,684,0,1368,0.0,0.0,1,0,3,1,2,7,1,0,3,2,1930.0,2,1.0,216.0,1,2,2,0,158,0,0,0,0,4,2,2,0,10,2006,1,1,114504.0
640,120,1,53.0,3982,1,3,1,1,1,1,1,22,1,1,4,2,8,5,2006,2006,2,1,1,1,2,0.0,1,1,1,1,2,4,1,1154.0,1,0.0,366.0,1520.0,1,1,1,1,1567,0,0,1567,1.0,0.0,2,0,1,1,3,7,1,1,3,1,2006.0,3,3.0,648.0,1,1,1,312,0,0,0,0,0,4,2,2,0,10,2006,2,3,264561.0
736,75,2,60.0,10800,1,2,1,1,1,1,1,8,1,1,1,7,7,7,1914,1970,1,1,3,6,2,0.0,2,1,3,1,1,3,4,390.0,1,0.0,490.0,880.0,2,4,2,1,880,888,0,1768,0.0,0.0,1,1,2,1,2,6,1,2,2,2,1914.0,2,2.0,320.0,1,1,2,0,341,0,0,0,0,4,2,2,0,10,2006,1,1,163000.0
769,20,1,70.0,9100,1,2,1,1,1,1,1,1,1,1,1,2,7,5,2004,2005,2,1,1,1,2,0.0,1,1,1,1,1,1,1,24.0,1,0.0,1836.0,1860.0,1,1,1,1,1836,0,0,1836,0.0,0.0,2,0,3,1,1,8,1,1,3,1,2004.0,3,2.0,484.0,1,1,1,120,33,0,0,0,0,4,2,2,0,10,2006,1,1,216837.0
807,80,1,75.0,9750,1,2,1,1,1,1,1,12,1,1,1,6,5,5,1967,1967,1,1,1,1,2,0.0,2,1,1,2,1,4,2,400.0,5,480.0,100.0,980.0,1,2,1,1,980,0,0,980,0.0,0.0,2,0,3,1,2,6,1,0,3,1,1967.0,3,1.0,384.0,1,1,1,68,0,0,0,0,0,4,2,2,0,10,2006,1,1,135500.0
917,20,3,50.0,9000,1,2,1,1,1,1,1,14,1,1,1,2,2,3,1949,1950,1,1,9,10,2,0.0,2,1,2,2,1,4,5,50.0,1,0.0,430.0,480.0,1,3,2,3,480,0,0,480,1.0,0.0,0,0,1,1,2,4,1,0,3,2,1958.0,2,1.0,308.0,1,1,1,0,0,0,0,0,0,4,3,2,0,10,2006,1,2,35311.0
923,20,1,65.0,10237,1,2,1,1,1,1,1,18,7,1,1,2,6,5,2005,2006,1,1,1,1,2,0.0,1,1,1,1,1,1,1,28.0,1,0.0,1288.0,1316.0,1,1,1,1,1316,0,0,1316,0.0,0.0,2,0,3,1,1,6,1,1,3,1,2005.0,3,2.0,397.0,1,1,1,100,0,0,23,0,0,4,2,2,0,10,2006,2,3,169990.0
955,90,1,35.0,9400,1,2,2,1,1,4,1,16,1,1,3,5,6,5,1975,1975,5,6,6,5,1,250.0,2,1,2,1,2,2,1,945.0,1,0.0,0.0,945.0,1,3,1,1,980,0,0,980,0.0,2.0,2,0,4,0,2,4,1,0,4,1,1970.2892328043995,2,0.0,0.0,1,1,1,0,0,0,0,0,0,4,2,2,0,10,2006,1,4,127500.0
1094,20,1,71.0,9230,1,2,1,1,1,3,1,12,2,1,1,2,5,8,1965,1998,2,1,2,2,1,166.0,2,1,2,2,1,3,1,661.0,1,0.0,203.0,864.0,1,2,1,1,1200,0,0,1200,1.0,0.0,1,1,1,1,1,6,1,0,3,2,1977.0,2,2.0,884.0,1,1,1,0,64,0,0,0,0,4,2,2,0,10,2006,1,1,146000.0
1200,20,1,75.0,11235,1,2,1,1,1,1,1,10,1,1,1,2,4,5,1963,1979,1,1,4,4,1,51.0,2,1,2,2,1,1,4,547.0,1,0.0,504.0,1051.0,1,2,1,1,1382,0,0,1382,0.0,0.0,1,1,3,1,2,6,1,1,6,1,1974.0,2,2.0,459.0,1,1,1,0,82,0,0,0,0,4,2,2,0,10,2006,1,1,148000.0
1224,20,1,89.0,10680,1,2,1,1,1,1,1,12,1,1,1,2,5,3,1951,1951,2,1,3,6,1,44.0,2,1,2,2,4,1,7,756.0,1,0.0,1380.0,2136.0,1,3,2,3,2136,0,0,2136,0.0,0.0,2,0,4,1,2,7,5,0,3,2,1951.0,2,2.0,528.0,1,1,1,0,30,0,0,0,0,4,2,2,0,10,2006,1,1,137900.0
1290,60,1,86.0,11065,1,2,2,1,1,1,1,11,1,1,1,1,8,5,2006,2006,1,1,1,1,3,788.0,1,1,1,1,1,3,3,0.0,1,0.0,1085.0,1085.0,1,1,1,1,1120,850,0,1970,0.0,0.0,2,1,3,1,3,8,1,1,3,3,2006.0,3,3.0,753.0,1,1,1,177,74,0,0,0,0,4,2,2,0,10,2006,2,3,281000.0
1383,70,2,60.0,7200,1,2,1,1,1,3,1,8,1,1,1,1,7,7,1920,1950,2,1,3,6,2,0.0,2,1,3,5,1,1,3,0.0,1,0.0,596.0,596.0,1,1,1,1,998,764,0,1762,1.0,0.0,1,1,4,1,1,8,1,0,3,2,1989.0,2,2.0,576.0,1,1,2,36,0,221,0,0,0,4,2,2,0,10,2006,1,1,157000.0
1395,120,1,53.0,4045,1,3,1,1,1,1,1,22,1,1,4,2,7,5,2006,2006,2,1,1,1,1,45.0,1,1,1,1,1,4,1,1070.0,1,0.0,286.0,1356.0,1,1,1,1,1500,0,0,1500,1.0,0.0,2,0,2,1,1,6,1,1,3,1,2006.0,3,3.0,648.0,1,1,1,161,20,0,0,0,0,4,2,2,0,10,2006,2,3,246578.0
21,60,1,101.0,14215,1,2,2,1,1,3,1,11,1,1,1,1,8,5,2005,2006,1,1,1,1,1,380.0,1,1,1,3,1,4,3,0.0,1,0.0,1158.0,1158.0,1,1,1,1,1158,1218,0,2376,0.0,0.0,3,1,4,1,1,9,1,1,3,3,2005.0,1,3.0,853.0,1,1,1,240,154,0,0,0,0,2,4,2,0,11,2006,2,3,325300.0
54,20,1,68.0,50271,1,2,2,3,1,1,1,2,1,1,1,2,9,5,1981,1987,1,2,6,3,2,0.0,1,1,2,3,1,2,1,1810.0,1,0.0,32.0,1842.0,1,2,1,1,1842,0,0,1842,2.0,0.0,0,1,0,1,1,5,1,1,3,1,1981.0,3,3.0,894.0,1,1,1,857,72,0,0,0,0,4,4,2,0,11,2006,1,1,385000.0
145,90,2,70.0,9100,1,2,1,1,1,1,1,10,5,1,3,2,5,5,1963,1963,1,1,4,4,1,336.0,2,1,2,2,1,1,4,1332.0,1,0.0,396.0,1728.0,1,3,1,1,1728,0,0,1728,1.0,0.0,2,0,6,2,2,10,1,0,3,2,1963.0,2,2.0,504.0,1,1,1,0,0,0,0,0,0,4,2,2,0,11,2006,5,2,125000.0
310,20,1,90.0,12378,1,2,2,1,1,1,1,11,1,1,1,2,9,5,2003,2004,1,1,1,1,2,0.0,1,1,1,3,1,2,1,1274.0,1,0.0,622.0,1896.0,1,1,1,1,1944,0,0,1944,1.0,0.0,2,0,3,1,3,8,1,3,5,1,2003.0,3,3.0,708.0,1,1,1,208,175,0,0,0,0,2,2,2,0,11,2006,1,1,360000.0
625,60,1,80.0,10400,1,2,1,1,1,1,1,7,1,1,1,1,6,5,1972,1972,1,1,1,1,2,288.0,2,1,2,2,1,1,4,247.0,1,0.0,485.0,732.0,1,2,1,1,1012,778,0,1790,1.0,0.0,1,2,4,1,2,8,4,1,2,1,1972.0,1,2.0,484.0,1,1,1,148,0,0,0,147,0,4,2,2,0,11,2006,1,1,165150.0
666,60,1,106.0,11194,1,2,2,1,1,3,1,18,1,1,1,1,8,5,2000,2000,1,1,1,1,1,40.0,1,1,1,1,1,1,3,0.0,1,0.0,1406.0,1406.0,1,1,1,1,1454,482,0,1936,0.0,0.0,2,1,3,1,1,7,1,1,2,1,2000.0,1,2.0,504.0,1,1,1,188,124,0,0,0,0,4,2,2,0,11,2006,1,1,230500.0
669,20,1,97.8236577544566,14175,1,2,1,2,1,3,2,10,1,1,1,2,5,6,1956,1987,1,1,7,6,2,0.0,2,1,2,2,1,1,4,988.0,1,0.0,200.0,1188.0,1,2,1,1,1437,0,0,1437,1.0,0.0,1,1,3,1,2,6,4,1,2,2,1999.0,2,2.0,576.0,1,1,1,304,0,0,0,0,0,2,2,2,0,11,2006,1,1,168000.0
930,60,1,92.88343337590975,13006,1,2,2,1,1,3,1,18,1,1,1,1,7,5,1997,1997,1,1,4,4,1,285.0,2,1,1,1,1,1,3,0.0,1,0.0,964.0,964.0,1,2,1,1,993,1243,0,2236,0.0,0.0,2,1,4,1,1,8,1,1,2,3,1997.0,3,2.0,642.0,1,1,1,0,0,0,0,0,0,2,4,2,0,11,2006,1,1,222000.0
1055,60,1,90.0,11367,1,2,1,1,1,3,1,1,1,1,1,1,8,5,2002,2002,1,1,1,1,1,210.0,1,1,1,1,1,3,1,932.0,1,0.0,133.0,1065.0,1,1,1,1,1091,898,0,1989,1.0,0.0,2,1,3,1,1,7,1,1,3,1,2002.0,3,2.0,586.0,1,1,1,199,60,0,0,0,0,4,4,2,0,11,2006,1,1,255000.0
1152,20,1,134.0,17755,1,2,1,1,1,1,1,16,1,1,1,2,5,4,1959,1959,1,1,4,5,1,132.0,2,1,2,2,1,1,5,176.0,1,0.0,1290.0,1466.0,1,3,1,1,1466,0,0,1466,0.0,0.0,1,1,3,1,4,6,1,2,3,1,1959.0,3,2.0,528.0,1,1,1,0,140,0,0,100,0,2,3,2,0,11,2006,1,1,149900.0
1197,60,1,58.0,14054,1,2,2,1,1,1,1,18,1,1,1,1,7,5,2006,2006,1,1,1,1,2,0.0,1,1,1,1,1,4,3,0.0,1,0.0,879.0,879.0,1,1,1,1,879,984,0,1863,0.0,0.0,2,1,4,1,1,9,1,1,3,3,2006.0,3,3.0,660.0,1,1,1,100,17,0,0,0,0,2,4,2,0,11,2006,2,3,219210.0
1207,20,5,68.35597172455529,8900,1,2,1,1,1,1,1,13,1,1,1,2,4,4,1966,1966,1,1,4,4,2,0.0,2,1,2,2,1,1,4,1056.0,1,0.0,0.0,1056.0,1,3,1,1,1056,0,0,1056,1.0,0.0,1,0,2,1,2,5,1,0,3,2,1966.0,2,1.0,384.0,1,1,1,0,42,0,0,0,0,4,2,2,0,11,2006,1,1,107000.0
1221,20,1,66.0,7800,1,2,2,1,1,1,1,12,1,1,1,2,5,5,1964,1964,1,1,3,6,2,0.0,2,1,2,2,1,1,4,312.0,6,600.0,0.0,912.0,1,3,1,1,912,0,0,912,0.0,0.0,1,0,2,1,2,5,1,0,2,1,1964.0,2,1.0,288.0,1,1,1,0,0,0,0,0,0,4,2,2,0,11,2006,1,2,115000.0
1296,20,1,70.0,8400,1,2,1,1,1,1,1,12,2,1,1,2,5,5,1968,1968,2,1,4,4,1,168.0,2,1,2,2,1,4,5,1016.0,1,0.0,36.0,1052.0,1,2,1,1,1052,0,0,1052,1.0,0.0,1,1,3,1,2,5,1,0,2,1,1968.0,1,1.0,288.0,1,1,1,356,0,0,0,0,0,4,3,2,0,11,2006,1,1,138500.0
29,20,1,47.0,16321,1,2,2,1,1,4,1,12,1,1,1,2,5,6,1957,1997,1,1,2,2,2,0.0,2,1,2,2,1,2,5,1277.0,1,0.0,207.0,1484.0,1,3,1,1,1600,0,0,1600,1.0,0.0,1,0,2,1,2,6,1,2,3,1,1957.0,1,1.0,319.0,1,1,1,288,258,0,0,0,0,2,2,2,0,12,2006,1,1,207500.0
41,20,1,84.0,8658,1,2,1,1,1,1,1,12,1,1,1,2,6,5,1965,1965,1,1,3,6,1,101.0,2,1,2,2,1,1,4,643.0,1,0.0,445.0,1088.0,1,1,1,1,1324,0,0,1324,0.0,0.0,2,0,3,1,2,6,1,1,2,1,1965.0,1,2.0,440.0,1,1,1,0,138,0,0,0,0,4,3,2,0,12,2006,1,2,160000.0
92,20,1,85.0,8500,1,2,1,1,1,1,1,12,1,1,1,2,5,3,1961,1961,2,1,4,4,4,203.0,2,1,2,2,1,1,4,600.0,1,0.0,635.0,1235.0,1,3,1,1,1235,0,0,1235,0.0,0.0,1,0,2,1,2,6,1,0,2,1,1961.0,2,2.0,480.0,1,1,1,0,0,0,0,0,0,4,3,2,0,12,2006,1,2,98600.0
352,120,1,36.66930539535045,5271,1,3,2,3,1,1,2,20,1,1,1,2,7,5,1986,1986,1,1,3,6,2,0.0,2,1,1,1,1,2,1,1082.0,1,0.0,371.0,1453.0,1,2,1,1,1453,0,0,1453,1.0,0.0,1,1,2,1,1,6,1,1,2,1,1986.0,1,2.0,445.0,1,1,1,0,80,0,0,184,0,4,2,2,0,12,2006,1,2,190000.0
452,20,1,62.0,70761,1,2,2,3,1,1,2,20,1,1,1,2,7,5,1975,1975,1,2,8,5,2,0.0,2,1,2,1,1,2,2,655.0,1,0.0,878.0,1533.0,1,3,1,1,1533,0,0,1533,1.0,0.0,2,0,2,1,1,5,1,2,2,1,1975.0,2,2.0,576.0,1,1,1,200,54,0,0,0,0,4,4,2,0,12,2006,1,1,280000.0
570,90,1,68.07832535300295,7032,1,2,2,1,1,3,1,12,1,1,3,5,5,5,1979,1979,1,1,2,2,2,0.0,2,1,2,1,1,2,1,943.0,1,0.0,0.0,943.0,1,3,1,1,943,0,0,943,1.0,0.0,1,0,2,1,2,4,1,2,2,2,1979.0,2,2.0,600.0,1,1,1,42,0,0,0,0,0,4,2,2,0,12,2006,1,1,135960.0
694,30,1,60.0,5400,1,2,1,1,1,3,3,8,1,1,1,2,5,6,1921,1968,1,1,2,2,2,0.0,2,1,3,2,1,1,3,0.0,1,0.0,1073.0,1073.0,1,1,1,1,1073,0,0,1073,0.0,0.0,1,0,2,1,2,4,1,0,2,2,1968.0,2,1.0,326.0,1,1,1,0,0,112,0,0,0,4,2,2,0,12,2006,1,2,108480.0
721,120,1,51.83253772591285,6563,1,3,2,3,1,4,2,19,1,1,1,2,8,5,1985,1985,1,1,4,4,2,0.0,1,1,1,1,1,2,1,1148.0,1,0.0,594.0,1742.0,1,3,1,1,1742,0,0,1742,1.0,0.0,2,0,2,1,1,5,1,1,2,1,1985.0,1,2.0,564.0,1,1,1,114,28,234,0,0,0,4,2,2,0,12,2006,1,1,275000.0
971,50,1,60.0,10800,1,2,1,1,1,1,1,12,1,1,1,3,4,4,1949,1950,1,1,9,10,2,0.0,2,1,2,2,1,1,3,0.0,1,0.0,720.0,720.0,1,3,2,3,720,472,0,1192,0.0,0.0,1,1,4,1,2,6,1,0,2,2,1965.0550255421736,2,0.0,0.0,1,1,1,0,0,0,0,0,0,4,2,2,0,12,2006,1,2,135000.0
1303,60,1,92.0,10120,1,2,1,1,1,1,1,4,1,1,1,1,8,5,1994,1994,2,1,1,1,1,391.0,1,1,1,1,1,1,1,740.0,1,0.0,425.0,1165.0,1,1,1,1,1203,1323,0,2526,1.0,0.0,2,1,4,1,1,8,1,1,2,1,1994.0,1,3.0,844.0,1,1,1,309,78,0,0,0,0,4,4,2,0,12,2006,1,1,290000.0
1393,85,1,68.0,7838,1,2,1,1,1,1,1,12,1,1,1,5,5,5,1967,1967,1,1,4,4,2,0.0,2,1,2,2,1,4,2,769.0,1,0.0,95.0,864.0,1,3,1,1,900,0,0,900,1.0,0.0,1,0,3,1,2,6,1,1,6,1,1967.0,1,1.0,288.0,1,1,1,175,144,0,0,0,0,4,5,2,0,12,2006,1,1,123000.0
50,20,1,66.0,7742,1,2,1,1,1,1,1,10,1,1,1,2,5,7,1966,1966,1,1,4,4,2,0.0,2,1,2,2,1,1,5,763.0,1,0.0,192.0,955.0,1,1,1,1,955,0,0,955,1.0,0.0,1,0,3,1,2,6,1,0,2,1,1966.0,2,1.0,386.0,1,1,1,0,0,0,0,0,0,4,2,2,0,1,2007,1,1,127000.0
151,20,1,120.0,10356,1,2,1,1,1,3,1,1,1,1,1,2,5,6,1975,1975,1,1,4,4,2,0.0,2,1,2,2,1,4,5,716.0,1,0.0,253.0,969.0,1,3,1,1,969,0,0,969,0.0,0.0,1,1,3,1,2,5,1,0,2,1,1975.0,2,2.0,440.0,1,1,1,0,0,0,0,0,0,4,2,2,0,1,2007,1,1,122000.0
